Time,r,z,a
3.6740000000000004,-4.7596685450894345,14.500534247951528,69.73828521642706
3.676,-4.762856829356692,14.486540283870257,69.75058510718705
3.678,-4.7660403917687875,14.472566128234165,69.7628640699086
3.68,-4.761204287284001,14.473586068658888,69.76340720659215
3.682,-4.756374457724874,14.468286671408713,69.76995019088379
3.684,-4.759556330263622,14.462993908551082,69.77398380206634
3.686,-4.762733503507972,14.455384612097253,69.78021765237442
3.6879999999999997,-4.765905987860795,14.456413875214553,69.77824707805887
3.69,-4.76907379369428,14.466063678472597,69.76809062529173
3.692,-4.772236931350045,14.467084052093808,69.76613094780947
3.694,-4.767420877054571,14.468102989278604,69.76667121318035
3.696,-4.7626110406097855,14.469120493058096,69.76720932439588
3.698,-4.765772523728533,14.461538488831192,69.77342181539557
3.7,-4.7689293608394765,14.45396834625458,69.77962259984312
3.702,-4.77208156217652,14.45499346478775,69.77766120127654
3.7039999999999997,-4.775229137943534,14.447439655561434,69.78384654648377
3.706,-4.778372098314444,14.44616316695597,69.78407182731644
3.7079999999999997,-4.781510453433399,14.453451414753825,69.77616671087921
3.7100000000000004,-4.784644213414814,14.454473699685812,69.77421167282716
3.712,-4.78777338834352,14.440692492197341,69.78630966292744
3.714,-4.790897988274835,14.420681489780337,69.8043177789298
3.716,-4.794018023234737,14.41547899661863,69.80827055569208
3.718,-4.797133503219898,14.425057540744985,69.79819830080926
3.72,-4.800244438197824,14.426096304649526,69.79623068915238
3.722,-4.803350838106966,14.418612892408598,69.80234962189634
3.7239999999999998,-4.806452712856844,14.428169492349115,69.79230252204883
3.726,-4.809550072328085,14.446226036256594,69.77419235019538
3.7279999999999998,-4.81264292637259,14.447247352117422,69.77224612787467
3.73,-4.815731284813647,14.433551919049831,69.78426180537271
3.732,-4.8188151574459575,14.42836876722268,69.78820178924931
3.734,-4.821894554035824,14.435607890677009,69.78035998245633
3.736,-4.824969484321209,14.442835830276143,69.77253017258155
3.738,-4.828039958011851,14.443855876059889,69.77058955820847
3.7399999999999998,-4.831105984789369,14.438681168228344,69.77452467362613
3.742,-4.834167574307334,14.425048538195675,69.78647964914808
3.7439999999999998,-4.837224736191418,14.417621685350785,69.7925492533982
3.746,-4.840277480039478,14.418656337214511,69.79059709737186
3.748,-4.851138876536587,14.411245242845272,69.794161060669
3.75,-4.8619826785228675,14.403845540907753,69.79770931956027
3.7520000000000002,-4.872808928716084,14.413318897769534,69.78526935813271
3.754,-4.875826436033454,14.416615490604562,69.78117988678945
3.756,-4.8710528636007915,14.411485522133392,69.78756853903184
3.758,-4.874067559408642,14.412520286755163,69.78562273407785
3.76,-4.869301538100382,14.41355362774947,69.78616992177983
3.762,-4.864541524166637,14.414585548052258,69.78671499108563
3.764,-4.867554933052418,14.40721713471516,69.7927321127984
3.766,-4.870564018372367,14.408251907258474,69.79078842016848
3.7680000000000002,-4.873568789424815,14.403148138498308,69.79466050872973
3.77,-4.876569255481495,14.38129002499539,69.8144005555744
3.7720000000000002,-4.8709651652282,14.373967776920868,69.82313433897414
3.774,-4.865370075196963,14.368895684853182,69.8297333849792
3.776,-4.868369441100304,14.363829742781252,69.83356911153298
3.778,-4.8713645227816045,14.364890013724944,69.83160333389749
3.78,-4.874355329413516,14.365948835915583,69.82963989110587
3.782,-4.877341870142529,14.367006212320508,69.82767877933303
3.7840000000000003,-4.880324154089085,14.359724221533506,69.83361468353513
3.786,-4.883302190347653,14.352453289099786,69.83953972670864
3.7880000000000003,-4.886275987986757,14.345193389848811,69.84545393543779
3.79,-4.889245556049169,14.32962851621373,69.85922804081535
3.792,-4.892210903551967,14.32239746789494,69.86511325601687
3.794,-4.895172039486578,14.315177366471588,69.87098772788814
3.796,-4.890453762170816,14.314050530084156,69.87358004755477
3.798,-4.885741356125675,14.32950338950873,69.86047768293534
3.8,-4.896366448719472,14.330578291743445,69.85602830906191
3.8019999999999996,-4.9146314505957385,14.323373255621256,69.85692819421928
3.8040000000000003,-4.9252157918176245,14.316179086726962,69.86029279545974
3.806,-4.928140518435467,14.300732137022784,69.87394603261242
3.8080000000000003,-4.93106111244078,14.29356640295181,69.87976838106577
3.81,-4.933977582586361,14.302912893527655,69.86998175727126
3.812,-4.944515818103787,14.304001063316539,69.865513451232
3.814,-4.9550373735675235,14.288608251847567,69.87661674266577
3.816,-4.949460975220033,14.285319616879777,69.88155032744308
3.818,-4.943893389318545,14.282037426363171,69.88647377701068
3.82,-4.938334594989985,14.260676191482034,69.90847807507879
3.822,-4.932784571427085,14.239346945924188,69.93044907522093
3.8240000000000003,-4.943273904448832,14.224073268475783,69.94144039951456
3.826,-4.961328442650445,14.223034561499306,69.93648473783573
3.828,-4.979351459562916,14.230182861549268,69.92379208053359
3.83,-4.9897776308768735,14.229140758309137,69.92132872148963
3.832,-5.00018741904052,14.231934263285003,69.91524520915249
3.834,-5.01058086263903,14.234721906007904,69.909167407912
3.836,-5.012551892311126,14.225524145356655,69.91718813737846
3.8379999999999996,-5.022057771712107,14.210356377459782,69.92832814062004
3.8400000000000003,-5.03993720498474,14.20335276587686,69.92896165414834
3.842,-5.049399669827629,14.202338206195918,69.92675059753778
3.8440000000000003,-5.051329872793819,14.193199450342696,69.93471393829552
3.846,-5.045747883639997,14.178107644068428,69.9508037399983
3.848,-5.040174605745522,14.163040472516522,69.96686740953359
3.85,-5.050465840124281,14.147997875418387,69.97758178304487
3.852,-5.068231061590362,14.132979792701866,69.98573731698461
3.8539999999999996,-5.085965604475358,14.132027561218232,69.98063752614851
3.856,-5.095328921672069,14.137025510633155,69.9727624924499
3.858,-5.0963424017832155,14.13394125882137,69.9753202568565
3.8600000000000003,-5.089895212496554,14.13086294380816,69.98040210888168
3.862,-5.08346020683269,14.135847883565512,69.97789085841289
3.864,-5.092789740722646,14.132773420059841,69.97762362720333
3.866,-5.117839211724432,14.121663448639723,69.97955870309693
3.868,-5.141972170308518,14.104660495506923,69.98729453117323
3.87,-5.166051561051143,14.09571357231042,69.9874309379089
3.872,-5.183546335081373,14.110836772710616,69.96720694501458
3.8739999999999997,-5.192735681153195,14.109910945875729,69.96490469751305
3.876,-5.2010320092344875,14.092975318239402,69.97792666501769
3.878,-5.201927512436397,14.076072026513845,69.99347296872963
3.8800000000000003,-5.195445073022233,14.06508955601002,70.00602141773662
3.882,-5.1889747630671055,14.064203963175752,70.00909301577934
3.884,-5.1898799601547285,14.06919816676438,70.00409419019638
3.886,-5.18342747171598,14.077960823642023,69.99810340968385
3.888,-5.184336543013686,14.080840071202124,69.99508738772536
3.8899999999999997,-5.207262349311758,14.089571368027642,69.97896133720094
3.892,-5.2310034896477084,14.112075132272741,69.94961588371854
3.8939999999999997,-5.240054847359824,14.122845181935922,69.93637059549492
3.8960000000000004,-5.248214693138497,14.125666680232703,69.93088534032901
3.898,-5.256356682877386,14.145970809969453,69.90901674064484
3.9,-5.257186217241406,14.152494240134555,69.90261280420367
3.902,-5.265301308167424,14.12992689413818,69.92093398451088
3.904,-5.273398697620324,14.115292183680708,69.93181473253195
3.906,-5.281478443455423,14.098604333618304,69.944613631507
3.908,-5.296800831200544,14.085680415096078,69.95132923472548
3.91,-5.312087377030696,14.076922625755234,69.95413601973259
3.9119999999999995,-5.3273382065603485,14.064450051508848,69.96040932676475
3.914,-5.341672227250622,14.075160594592411,69.94531275824876
3.9160000000000004,-5.3478680068461735,14.108979685935122,69.91149444123843
3.9179999999999997,-5.339628112852559,14.132807039972954,69.89212578776635
3.92,-5.346688655954648,14.114159562222548,69.90706855075554
3.922,-5.383370145838565,14.105431438195852,69.90218988777677
3.9240000000000004,-5.419948588771122,14.121799015127996,69.87382896670171
3.9259999999999997,-5.449262375166042,14.13032639929428,69.85534468586383
3.928,-5.485649026787892,14.144575550149819,69.82893007270104
3.93,-5.521933880351435,14.151001672720337,69.80978597516457
3.932,-5.542964251657958,14.143906622234876,69.80873450848621
3.934,-5.547901282129619,14.146214274244835,69.80478407757548
3.9360000000000004,-5.55992440238079,14.15422276621949,69.79293646110612
3.9379999999999997,-5.558630839347388,14.139408216416472,69.80719770685442
3.94,-5.5219137957897635,14.115278925422942,69.84306656639865
3.942,-5.520672754726142,14.1123455830208,69.84625044685698
3.9439999999999995,-5.553873062108446,14.133768809690508,69.81418666136733
3.9459999999999997,-5.57900193295875,14.175764514806943,69.76590789882059
3.948,-5.611064285237096,14.22324534218963,69.70997872868772
3.95,-5.644810033529772,14.23261505805938,69.68885335105378
3.952,-5.672349151682204,14.213792880405192,69.69616214978585
3.954,-5.69190485972671,14.20471058290158,69.69733409904742
3.9560000000000004,-5.73141617909725,14.208915995601679,69.67869375059414
3.9579999999999997,-5.797673632957659,14.224329875229081,69.63951237904125
3.96,-5.85668222612885,14.256493652848203,69.5873967814793
3.962,-5.894679964672856,14.325596271418325,69.50903616886315
3.9639999999999995,-5.926561811271062,14.386780390218815,69.44032182533324
3.9659999999999997,-5.988443799809723,14.396808694210517,69.40738765565003
3.968,-5.999210136373185,14.365383937948652,69.43225199506891
3.9699999999999998,-5.963263126956077,14.37582538913537,69.43642512980314
3.972,-5.976430471648031,14.453626126061003,69.35950674133338
3.974,-6.018776825531126,14.523558127023836,69.27869550118086
3.9760000000000004,-6.041406093447936,14.52462750959815,69.26903080295034
3.9779999999999998,-6.031788051170432,14.498264164982654,69.29706616928344
3.98,-6.059051378421295,14.463040790872121,69.31906723039793
3.982,-6.141507762475924,14.438864480325881,69.3092726402576
3.9839999999999995,-6.2400822551629656,14.469423973299463,69.24237147695463
3.9859999999999998,-6.321730221448312,14.516196446106969,69.16698916015208
3.9880000000000004,-6.354942821105578,14.577020887773735,69.09796125579764
3.9899999999999998,-6.334397766953787,14.642928461544253,69.04569183574881
3.992,-6.309184956757849,14.685565039122286,69.01651992409444
3.994,-6.352826292832872,14.722641113464325,68.96520772623546
3.9960000000000004,-6.436256219118158,14.719270210461163,68.93505961272479
3.9979999999999998,-6.533556147982207,14.72127110427454,68.89400177373707
4.0,-6.64259345146812,14.792102216759847,68.78487324278473
4.002000000000001,-6.686671019999976,14.857284473274268,68.70734916443908
4.004,-6.63092458329447,14.89689145884916,68.69397240386022
4.006,-6.562231038941399,14.968074451761746,68.65661818955671
4.008,-6.565938078469338,15.084257594180915,68.5486666188452
4.01,-6.617385542745232,15.141992153883017,68.47517873592611
4.012,-6.69662807435319,15.1805450656756,68.40802073117185
4.014,-6.8044692317903674,15.212804612750327,68.33475995636128
4.016,-6.924698027148986,15.201232084039658,68.29584184581462
4.018,-7.059368369512565,15.250887315485436,68.19451739205003
4.0200000000000005,-7.217615703696544,15.335379397421042,68.05102251729937
4.022,-7.330125227920876,15.401908349427668,67.94275764781506
4.024,-7.382662942893095,15.480390044525727,67.84930939993907
4.026,-7.403293441217947,15.571727495876969,67.75797427844884
4.0280000000000005,-7.3692196824746485,15.66650627664635,67.68685997154844
4.029999999999999,-7.302640452658017,15.72199180613454,67.66478774479646
4.032,-7.276088220691384,15.795170985051262,67.60951736603354
4.034000000000001,-7.3092323560067864,15.917314757440051,67.48469849755605
4.036,-7.326600776448328,16.03984051891869,67.36606785740064
4.038,-7.337808510257603,16.177810881899887,67.23585074753854
4.04,-7.359473437569337,16.28608034064661,67.12828317871266
4.042,-7.4267178948430965,16.361427119151678,67.03190505187334
4.044,-7.588359544644375,16.429970694618298,66.9022891612002
4.046,-7.742205079574745,16.5510027796965,66.72768672259272
4.048,-7.777499500853524,16.71891505205173,66.56059602363734
4.05,-7.758769713417829,16.89874475262659,66.40521358874282
4.052,-7.838651414810968,17.034125167826407,66.24884333604737
4.054,-7.911962559937171,17.179045025820923,66.08654607034902
4.056,-7.9414318696960535,17.377381512771326,65.8939871144859
4.058,-7.987662643660641,17.520669662834823,65.74443924620442
4.0600000000000005,-8.018220102213336,17.637065766856097,65.62584343843724
4.061999999999999,-8.059379114028097,17.77284305785984,65.48519684795798
4.064,-8.059735714792286,17.821995398474122,65.44027454754206
4.066,-8.01147978452628,17.850021100611404,65.43454417525251
4.068,-7.966069097526974,17.999363746357968,65.31662244074255
4.069999999999999,-7.919836797740557,18.172540278627554,65.17665429143743
4.072,-7.891573146120962,18.328014678012423,65.04522491336932
4.074000000000001,-7.863501100229607,18.426033168835676,64.96619487235776
4.076,-7.7887615228022105,18.478717444513094,64.94687544413
4.078,-7.750585549340658,18.591059290894222,64.85802735789783
4.08,-7.760315209122484,18.821811791682507,64.6411421915065
4.082,-7.709808245610054,19.023907569984466,64.47318333458914
4.084,-7.595819485752762,19.115644739362036,64.43049958162229
4.086,-7.489171332580629,19.176819569248636,64.41267146907435
4.087999999999999,-7.469792321932896,19.09179921804562,64.49891235287808
4.09,-7.450539011736716,18.988960477495848,64.60168753104047
4.0920000000000005,-7.342181460064358,19.029755069845898,64.60296083714996
4.094,-7.116433271289406,19.125085148774485,64.59381210385955
4.096,-6.920987876619398,19.346590214864758,64.45272217226298
4.098,-6.934992706527561,19.5763302186917,64.23159060806888
4.1000000000000005,-7.051179886523166,19.604124392432084,64.1663533920233
4.101999999999999,-7.063945857429691,19.521369944823793,64.2398647499741
4.104,-6.887894580271823,19.51994095755075,64.30045443167398
4.106,-6.710793580350074,19.54009455084673,64.33965040145502
4.108,-6.634838537706271,19.515396326258447,64.3875819906452
4.11,-6.6008047086739,19.65396576300959,64.26720006811418
4.112,-6.508622833976262,19.72328412455627,64.2305486867628
4.114,-6.313315539503064,19.68212500587286,64.33011858166243
4.116,-6.135715955501746,19.741171628792046,64.32729172159529
4.118,-6.063930490583177,19.67977876801815,64.40716276583622
4.12,-6.064994102703535,19.57851057671245,64.5036044664368
4.122,-6.0604208744107195,19.636942535477054,64.44913108122624
4.124,-6.002177499289182,19.72280901864054,64.38410006042079
4.126,-5.880933217208858,19.746490695519423,64.39637725317449
4.128,-5.747464601155561,19.746780851275375,64.43379706095867
4.13,-5.653825397756655,19.70685421355504,64.4981502146116
4.132000000000001,-5.527067901077331,19.603775805987446,64.63197345262586
4.1339999999999995,-5.401553956981927,19.467673662663643,64.79685413144392
4.136,-5.322649878380877,19.352091586734993,64.92927379218163
4.138,-5.199422995664127,19.2799945571808,65.03121962630762
4.14,-5.01946121160506,19.200397277221285,65.15433935446002
4.1419999999999995,-4.83440934643081,19.1887450777681,65.21163343303883
4.144,-4.675806101407169,19.199152982132897,65.23967009563609
4.146000000000001,-4.529828023805341,19.186696707462076,65.28582559503471
4.148,-4.346513905611497,19.116933008319346,65.39517123828306
4.15,-4.085913553063193,18.903135244413352,65.66032028104685
4.152,-3.841532717145313,18.621860618989654,65.98602970103363
4.154,-3.676880495498209,18.393545465246067,66.24254908149166
4.156,-3.5490781213089995,18.319541929526824,66.33983997874495
4.158,-3.5349162757402866,18.354287378314556,66.30841102949643
4.159999999999999,-3.7076285691452298,18.552404727779074,66.08074444408393
4.162,-3.889173297012293,18.827137748074673,65.77535995865796
4.164000000000001,-3.973538050779178,18.99144902097351,65.5973161506655
4.166,-3.942448484848999,19.004185943314766,65.59118799555803
4.168,-3.723598496906339,18.802118143442787,65.83271452588698
4.17,-3.401608007711806,18.494749681644365,66.19503515491684
4.172000000000001,-3.037811167668347,18.22150235126805,66.52700769697347
4.1739999999999995,-2.733181588300127,18.052990292391645,66.7412831751021
4.176,-2.6389999168684777,17.99647521413782,66.81106268375449
4.178,-2.753584437438686,18.091206830258287,66.70043738694041
4.18,-3.0117353718445647,18.284109601540603,66.46950583845188
4.182,-3.2600263698121035,18.48375811097852,66.23095405096373
4.184,-3.3576279569725656,18.60684653113644,66.09263626703321
4.186,-3.305577111637716,18.52418699497657,66.18318985944104
4.188,-3.086630977720405,18.36389997370224,66.37850400647778
4.19,-2.8140808233223784,18.209695973288085,66.57414646970798
4.192,-2.703116875007159,18.098688767115245,66.70056350788768
4.194,-2.7733490256423363,18.018192416345613,66.76962088242578
4.196,-2.856878157243346,17.976998756589442,66.79741125279834
4.198,-2.896781805770835,18.013675123366472,66.75489555304117
4.2,-2.9441589044719025,18.088545167569357,66.67341990621333
4.202,-2.9874671732944544,18.13267198220054,66.6228741821363
4.204000000000001,-3.069223727265808,18.19296112525271,66.54996019535547
4.2059999999999995,-3.1474741790555694,18.325388113947707,66.40627946766335
4.208,-3.109563831505319,18.386680440581483,66.35222788517976
4.21,-3.0174545006854823,18.309184797890808,66.44383445786757
4.212,-2.9678220542544507,18.177408991348315,66.58190657574814
4.2139999999999995,-2.9244157188638202,18.070021400601586,66.69486736691216
4.216,-2.9249580037870424,18.08960528111707,66.67544820328376
4.218,-3.013388348789297,18.203477745041784,66.54879105980179
4.22,-3.1669797680602354,18.338845770963594,66.38970647564923
4.222,-3.3547608068346335,18.489371498244417,66.20874462758897
4.224,-3.4571563586714222,18.48637235086669,66.19314240009271
4.226,-3.416574182088089,18.29083254636192,66.39280960540353
4.228,-3.316868252824973,18.021597233308118,66.67571060460523
4.23,-3.215150923020334,17.780570659000578,66.93107948942409
4.231999999999999,-3.1255569419543625,17.809006193604738,66.91879960286786
4.234,-3.1074391401334167,18.041423480424005,66.6929210628886
4.236,-3.173873534682192,18.222842315231436,66.502825749322
4.2379999999999995,-3.2819345826366533,18.302818889806776,66.40526219819773
4.24,-3.4118128047051317,18.30603191402859,66.37874142138122
4.242,-3.5000529151993605,18.313075288585676,66.35545396276426
4.244000000000001,-3.5477539670731684,18.370670225690084,66.28989356652562
4.2459999999999996,-3.547891115764706,18.39886885915773,66.26217977816506
4.248,-3.480548312150701,18.36283013466913,66.31022346019279
4.25,-3.4546546186103955,18.33069597487288,66.34660745448413
4.252,-3.53706436625334,18.319800982856123,66.34186685698498
4.254,-3.6207522898216458,18.27213390586054,66.37258137535028
4.256,-3.670419277882612,18.29666752562265,66.33880978558369
4.258,-3.720861874157259,18.39279094017236,66.23461773223248
4.26,-3.733298506300973,18.45956422172108,66.16670424506125
4.2620000000000005,-3.748715014053452,18.603148991674804,66.02290810837864
4.264,-3.7520403340164377,18.68659910174847,65.94044091125
4.266,-3.780646116277361,18.65645750355918,65.96433106931535
4.268,-3.804439261190086,18.580270646837715,66.03423570214414
4.2700000000000005,-3.776032877198489,18.55605863578606,66.06363983273411
4.271999999999999,-3.7899564173434186,18.60280142855646,66.01505884560964
4.274,-3.8098129314395153,18.655095190894585,65.95985159842755
4.276000000000001,-3.776430376290128,18.703349647768476,65.91920561313948
4.278,-3.842063732683222,18.69622311351483,65.91308792820783
4.28,-3.9687341486982426,18.66069883984637,65.92193584415632
4.282,-4.019920935483834,18.553076640166882,66.01641716789354
4.284,-4.071744844284693,18.405911624731676,66.14909315671017
4.286,-4.106006630474935,18.3349822283185,66.21088443374039
4.288,-4.099559100828863,18.379622496474703,66.16872527060083
4.29,-4.0840238346761435,18.471327059918586,66.0825695709834
4.292,-4.090860353794277,18.494844094588114,66.05813112395278
4.2940000000000005,-4.074440577299467,18.42036439490959,66.1343992817828
4.296,-4.0512363250540755,18.376081594248078,66.18264390197442
4.298,-4.0997869833204055,18.46715131424297,66.0832367733867
4.3,-4.184835179979177,18.552351363137756,65.98151986659
4.3020000000000005,-4.262985046192351,18.620495966085244,65.89775113953709
4.303999999999999,-4.3627495659899775,18.729433556846892,65.76915849121812
4.306,-4.433676225957488,18.77279685290628,65.71074427156121
4.308,-4.393197907754554,18.77141022889074,65.72135819519428
4.31,-4.3353736856550205,18.784962012296674,65.72124841184733
4.312,-4.367739121545941,18.75955735020026,65.73868807663051
4.314,-4.457405345728394,18.71925210634016,65.75736863532306
4.316000000000001,-4.441696236062771,18.69385946861327,65.78570721349037
4.318,-4.386676455074009,18.62206046890045,65.86824455443553
4.32,-4.443377027729712,18.57818757054478,65.89783643623318
4.322,-4.540506092909058,18.54185028447247,65.91030624783268
4.324,-4.533137785649482,18.481560144490967,65.97061736266465
4.326,-4.451984469734496,18.447314660032845,66.0230775971176
4.328,-4.393098726106817,18.457557279228528,66.02684166688837
4.33,-4.327643756961419,18.46768713207821,66.03202782331505
4.332,-4.261774704340342,18.497943224861793,66.01746520664942
4.3340000000000005,-4.188574975552727,18.55742108797981,65.97575132199896
4.335999999999999,-4.159850503049542,18.62600299486302,65.91512788168683
4.338,-4.251811356250561,18.813602113082418,65.71193311193367
4.34,-4.3277866144626085,18.94941312429825,65.56266492711389
4.3420000000000005,-4.398428924159183,18.920737856784676,65.57474586920303
4.343999999999999,-4.482183247387453,18.852143588203866,65.62235090282061
4.346,-4.506121471548217,18.763048325141675,65.7034429711425
4.348,-4.531924376954225,18.776258014607386,65.68456048676241
4.35,-4.614782133754415,18.906040631943497,65.53889554730469
4.352,-4.732674073465909,19.013268414718258,65.40656794495209
4.354,-4.870975701982209,19.119806615942494,65.26948025721725
4.356,-4.983768825996751,19.132321149434222,65.22922196078098
4.358,-4.95351955856848,19.03484076922607,65.33117901024794
4.36,-4.85697462187916,18.971565582329983,65.4165758070192
4.362,-4.778365930567846,19.00027693454655,65.40808063114098
4.364,-4.673276512932943,19.046753157614315,65.38831166846103
4.366,-4.598818172272229,19.142898733538324,65.3124480825034
4.368,-4.618368912303985,19.19914163950329,65.25319339478293
4.37,-4.69527275859818,19.141766851083684,65.29079340869146
4.372,-4.810904996764427,19.13438501659632,65.27008624318802
4.3740000000000006,-4.9925196663136875,19.171248596274285,65.18934566051192
4.3759999999999994,-5.195727587318864,19.273762407619728,65.03819891625503
4.378,-5.239291831010352,19.398571577885093,64.90635030282395
4.38,-5.206533960176023,19.500631570692587,64.81627815455339
4.382,-5.179295614507786,19.539841096131287,64.78538911765747
4.3839999999999995,-5.093672614192443,19.4848900125588,64.86032672802044
4.386,-5.05143199235093,19.361280140283203,64.99059886343744
4.388000000000001,-5.103636058726034,19.22949660812103,65.1047583371886
4.39,-5.1850691312407555,19.164152218656252,65.14679692957398
4.392,-5.287977817898873,19.158113042512568,65.12549359726685
4.394,-5.3455572079810345,19.15985876458916,65.10841459956492
4.396,-5.341413791474663,19.119793765015853,65.14811810158808
4.398,-5.319529790246961,19.130346865538197,65.14382795236877
4.4,-5.305788074741395,19.198408016839185,65.08191129964767
4.401999999999999,-5.245360768621348,19.25193561337162,65.04628269082679
4.404,-5.150251728249449,19.364429246305434,64.96238005901137
4.406000000000001,-5.181203862810265,19.466928731622577,64.85536826571226
4.4079999999999995,-5.2908913809386755,19.54311573089803,64.75334832432372
4.41,-5.387756487006284,19.59055456493138,64.6820830761411
4.412,-5.415154108637672,19.497054314709167,64.76490620305864
4.414000000000001,-5.362006422661274,19.391906876882864,64.88042830479839
4.4159999999999995,-5.2821794959432715,19.363934705981038,64.92854296457628
4.418,-5.224603586902115,19.428656938944044,64.88112346348711
4.42,-5.232428593926654,19.529861217601947,64.7813504860158
4.422,-5.269280939595519,19.663897900133374,64.6423429086927
4.424,-5.298099701222156,19.781947634912125,64.52085664207372
4.426,-5.345173378322787,19.884916150460693,64.40920669922639
4.428,-5.375768292452537,19.993270140189086,64.29662501830403
4.43,-5.388119115975915,19.983017132085255,64.30331424335873
4.432,-5.413561327535967,19.923052681479405,64.3545483363527
4.433999999999999,-5.413980351481787,19.85636864141062,64.41878140464405
4.436,-5.385435283830117,19.794647642835823,64.48583444299163
4.438,-5.4018058618094695,19.769413129597883,64.5058739620984
4.44,-5.427242036130459,19.738977722974653,64.52850279860237
4.442,-5.402277032027628,19.721304203014206,64.55215325276035
4.444,-5.34687678066734,19.662384226358537,64.62358115927648
4.446000000000001,-5.323771153051263,19.54346959922119,64.74438983230218
4.4479999999999995,-5.353613676957238,19.537547514189235,64.74223748112084
4.45,-5.364269238490549,19.636668732360402,64.6438180552571
4.452,-5.394525585296995,19.684560413532054,64.58963927402513
4.454,-5.458888284582354,19.712441295418607,64.54566541955288
4.4559999999999995,-5.5359655860176575,19.750260292552017,64.48854718472802
4.458,-5.572630954805609,19.762553860010133,64.46678907651658
4.460000000000001,-5.555077797679019,19.803495089396353,64.43212925230198
4.462,-5.5034503980934995,19.916338735895906,64.33726748643289
4.464,-5.4970970697661405,20.107891670163852,64.15424782807115
4.466,-5.612264221278123,20.336095645897778,63.90368999543899
4.468,-5.659489410191497,20.49164314200052,63.74118396892323
4.47,-5.5613050735719325,20.548381508007832,63.712348727020746
4.472,-5.456739078859025,20.548303467019778,63.73950196379482
4.473999999999999,-5.408045185131746,20.455185784991496,63.84198548485835
4.476,-5.35433138233528,20.28638001362721,64.01891140552631
4.478000000000001,-5.331786178542212,20.087880405212214,64.21657191347389
4.4799999999999995,-5.40581806605757,20.01619859195378,64.26666753664894
4.482,-5.522774917105771,20.07962591174624,64.17471681967605
4.484,-5.649763192816658,20.143525595986233,64.07916235971757
4.486000000000001,-5.750992504816287,20.28421710789077,63.91627693052051
4.4879999999999995,-5.752952578575164,20.41623153730272,63.78870646197906
4.49,-5.73690429036225,20.361978153301862,63.845278892116795
4.492,-5.72357871642105,20.252255909786225,63.95449637669512
4.494,-5.665382944662759,20.12021314176524,64.09737957145711
4.496,-5.625596250941682,19.92204772065365,64.29890537767119
4.498,-5.6601496701323395,19.767025459576427,64.43856547300646
4.5,-5.746095804195166,19.819158582838657,64.3646743683872
4.502,-5.784239284009032,19.933106861941212,64.24461098258476
4.5040000000000004,-5.735715381145406,19.92140666264012,64.26932527987113
