-1.446268000000000109e+00,-1.207711338836414250e+15
-1.444428000000000045e+00,-1.207711338836414250e+15
-1.442595999999999989e+00,-1.207711338836414250e+15
-1.440756000000000148e+00,-1.207711338836414250e+15
-1.438924000000000092e+00,-1.207711338832689750e+15
-1.437084000000000250e+00,-1.207711338832689750e+15
-1.435252000000000194e+00,-1.207711338832689750e+15
-1.433411999999999908e+00,-1.207711338832689750e+15
-1.431580000000000075e+00,-1.207711338832689750e+15
-1.429740000000000011e+00,-1.207711338832689750e+15
-1.427908000000000177e+00,-1.207711338832689750e+15
-1.426067999999999891e+00,-1.207711338832689750e+15
-1.424236000000000057e+00,-1.207711338832689750e+15
-1.422395999999999994e+00,-1.207711338832689750e+15
-1.420563999999999938e+00,-1.207711338832689750e+15
-1.418724000000000096e+00,-1.207711338828965000e+15
-1.416892000000000040e+00,-1.207711338828965000e+15
-1.415051999999999977e+00,-1.207711338828965000e+15
-1.413219999999999921e+00,-1.207711338828965000e+15
-1.411380000000000079e+00,-1.341901487591877500e+15
-1.409548000000000023e+00,-1.341901487588153000e+15
-1.407708000000000181e+00,-1.476091636351065000e+15
-1.405867999999999896e+00,-1.476091636351065000e+15
-1.404036000000000062e+00,-1.610281785113977250e+15
-1.402195999999999998e+00,-1.610281785113977500e+15
-1.400364000000000164e+00,-1.744471933876889750e+15
-1.398523999999999878e+00,-1.744471933876889750e+15
-1.396692000000000267e+00,-1.878662082643526250e+15
-1.394851999999999981e+00,-1.878662082643526250e+15
-1.393019999999999925e+00,-1.878662082643526250e+15
-1.391180000000000083e+00,-1.878662082639801750e+15
-1.389348000000000027e+00,-1.878662082639802000e+15
-1.387507999999999964e+00,-1.878662082639801750e+15
-1.385675999999999908e+00,-1.878662082639802000e+15
-1.383836000000000066e+00,-1.878662082639801750e+15
-1.382004000000000010e+00,-1.878662082639802000e+15
-1.380164000000000168e+00,-2.012852231402713750e+15
-1.378332000000000113e+00,-2.012852231402714250e+15
-1.376492000000000049e+00,-2.012852231402714250e+15
-1.374651999999999985e+00,-2.147042380173075500e+15
-1.372820000000000151e+00,-2.147042380169351000e+15
-1.370979999999999865e+00,-2.281232528935988000e+15
-1.369148000000000254e+00,-2.281232528935987500e+15
-1.367307999999999968e+00,-2.415422677702624500e+15
-1.365475999999999912e+00,-2.415422677702624500e+15
-1.363636000000000070e+00,-2.549612826469261500e+15
-1.361804000000000014e+00,-2.549612826469261500e+15
-1.359963999999999951e+00,-2.683802975235898000e+15
-1.358132000000000117e+00,-2.683802975235898000e+15
-1.356292000000000053e+00,-2.817993123998810500e+15
-1.354459999999999997e+00,-2.817993124002535000e+15
-1.352620000000000156e+00,-2.817993123998810500e+15
-1.350788000000000100e+00,-2.817993124002534500e+15
-1.348948000000000036e+00,-2.683802975235898500e+15
-1.347115999999999980e+00,-2.683802975235898500e+15
-1.345276000000000138e+00,-2.683802975235898500e+15
-1.343444000000000083e+00,-2.683802975235898500e+15
-1.341604000000000241e+00,-2.817993124002534500e+15
-1.339772000000000185e+00,-2.952183272772896500e+15
-1.337931999999999899e+00,-3.086373421543257000e+15
-1.336100000000000065e+00,-3.220563570309894000e+15
-1.334260000000000002e+00,-3.354753719080255500e+15
-1.332428000000000168e+00,-3.488943867850616500e+15
-1.330588000000000104e+00,-3.488943867850616500e+15
